0,0,9.5983,-24.6506
1,0,9.5677,-19.9512
2,0,9.6253,-19.0208
3,0,9.6881,-18.9915
4,0,9.9327,-22.5752
5,0,9.8917,-16.3066
6,0,10.0284,-18.1593
7,0,10.2428,-16.8379
8,0,10.4294,-18.4418
9,0,10.5064,-18.2629
10,0,10.6200,-16.7780
11,0,10.5624,-11.5835
12,0,10.7476,-13.7872
13,0,10.9032,-14.8630
14,0,11.0159,-12.8975
15,0,11.2631,-17.7221
16,0,11.1530,-5.3477
17,0,11.1725,-3.9405
18,0,11.3414,-2.9334
19,0,11.2703,0.3124
20,0,11.2182,3.7854
21,0,11.3355,6.0681
22,0,11.4574,8.5094
23,0,11.5761,9.8714
24,0,11.6152,12.4111
25,0,11.6309,12.6386
26,0,11.7129,13.4947
27,0,11.8079,13.2733
28,0,11.9491,12.8977
29,0,12.1649,12.0059
30,0,12.3120,12.5091
31,0,12.5309,11.1539
32,0,12.8479,9.9503
