0,0,-0.2460,-2.6737
1,0,0.1853,-2.5537
2,0,0.7623,-0.0661
3,0,1.0006,-0.9430
4,0,1.1793,0.0653
5,0,1.2845,0.5209
6,0,1.2911,-0.9352
7,0,1.3141,-1.3181
8,0,1.3027,-1.8024
9,0,1.3977,-3.1706
10,0,1.4807,-3.8118
11,0,1.5536,-3.3520
12,0,1.5739,-4.0660
13,0,1.6228,-4.4921
14,0,1.7016,-4.1655
15,0,1.6317,-4.7062
16,0,1.6947,-4.3160
17,0,1.6208,-3.5658
18,0,1.6234,-1.8240
19,0,1.4519,-2.0381
20,0,1.3832,-1.4845
21,0,1.3903,-0.2838
22,0,1.4543,1.7093
23,0,1.5046,3.2917
24,0,1.6427,5.4122
25,0,1.8118,6.6828
26,0,1.9531,8.1718
27,0,2.1345,8.9047
28,0,2.2696,10.3691
29,0,2.2618,11.1262
30,0,2.3086,11.6078
31,0,2.2727,12.5657
32,0,2.2474,12.6148
33,0,2.2160,13.1995
34,0,2.0685,13.2704
35,0,2.1380,15.4343
36,0,2.0153,15.0593
37,0,1.9150,15.3593
38,0,1.9102,16.1784
39,0,1.8406,17.0274
40,0,1.6826,17.8268
41,0,1.6661,18.5627
42,0,1.5830,19.4485
43,0,1.5416,20.1224
44,0,1.5242,20.6204
45,0,1.5031,21.6971
46,0,1.4457,21.7184
47,0,1.4673,21.9143
48,0,1.4692,22.9455
49,0,1.5543,23.6191
50,0,1.4664,21.7561
51,0,1.5385,23.5597
52,0,1.6033,23.4286
53,0,1.5918,24.1076
54,0,1.5826,24.5031
55,0,1.4996,24.6616
56,0,1.4486,25.5064
57,0,1.5271,26.2769
58,0,1.4369,26.0143
59,0,1.5710,27.5983
60,0,1.5688,27.9018
61,0,1.5717,28.0617
62,0,1.4866,28.8614
