0,0,0.9997,92.2224
1,0,0.8715,92.7613
2,0,1.0049,93.9438
3,0,1.0121,94.4073
4,0,1.0077,94.6808
5,0,1.1168,95.3225
6,0,1.1565,95.6731
7,0,1.2276,96.7349
8,0,1.2709,98.1833
9,0,1.2971,98.5907
10,0,1.3964,99.2030
11,0,1.4446,99.7981
12,0,1.5881,100.5755
13,0,1.6747,100.9801
14,0,1.7360,101.0782
15,0,1.8444,101.3417
16,0,1.8773,101.1318
17,0,1.8195,100.5631
18,0,1.7473,100.1302
19,0,1.6692,99.5804
20,0,1.6273,99.0657
21,0,1.6042,98.6926
22,0,1.5122,97.8071
23,0,1.4497,97.0874
24,0,1.3452,96.4062
25,0,1.2516,95.8635
26,0,1.2033,95.3025
27,0,1.2906,95.2342
28,0,1.2701,95.3629
29,0,1.0682,95.2385
30,0,0.9718,95.3355
31,0,0.9556,95.4261
32,0,0.9091,95.4752
33,0,0.9659,96.1131
34,0,1.0805,96.7052
35,0,1.0816,97.3906
36,0,1.1701,98.1424
37,0,1.2187,98.7114
38,0,1.2207,99.0999
39,0,1.3126,99.3757
40,0,1.4007,99.5731
41,0,1.4567,100.0026
42,0,1.5141,100.6932
43,0,1.5769,100.9100
44,0,1.6440,101.0681
45,0,1.6603,101.5779
46,0,1.7336,101.9849
47,0,1.7846,102.2904
48,0,1.8069,102.6501
49,0,1.7991,102.3969
50,0,1.8250,102.6046
51,0,1.8291,102.4205
52,0,1.7974,102.3877
53,0,1.7919,102.3679
54,0,1.7420,102.2382
55,0,1.7733,102.0966
56,0,1.6976,101.5930
