0,0,0.2915,52.1641
1,0,0.2639,52.3324
2,0,0.2688,52.4422
3,0,0.2746,52.7198
4,0,0.3096,53.2084
5,0,0.3779,53.8499
6,0,0.3839,54.2205
7,0,0.4107,54.6139
8,0,0.4547,54.8263
9,0,0.5163,55.3026
10,0,0.5723,55.8407
11,0,0.5987,55.8183
12,0,0.5055,55.2160
13,0,0.5193,55.0564
14,0,0.3962,54.3200
15,0,0.3624,54.1649
16,0,0.3514,53.7711
17,0,0.1666,52.5817
18,0,0.1312,52.4706
19,0,-0.0074,51.4393
20,0,-0.1072,50.5760
21,0,-0.0322,51.0287
22,0,0.0147,51.3252
23,0,0.1217,52.3087
24,0,0.0918,51.9211
25,0,0.1556,52.4060
26,0,0.2022,52.9712
27,0,0.3181,53.6897
28,0,0.3668,53.7525
29,0,0.3485,53.2617
30,0,0.2530,53.0773
31,0,0.2518,52.8478
32,0,0.2556,52.4454
33,0,0.2188,51.8694
34,0,0.2417,51.5313
35,0,0.2292,50.4969
36,0,0.1975,49.6738
37,0,0.1751,49.1808
38,0,0.1926,49.0982
39,0,0.1257,48.4964
40,0,0.0791,48.1982
41,0,0.0374,48.2285
42,0,0.0200,48.7530
43,0,0.0205,49.5829
44,0,-0.0013,49.9922
45,0,-0.0187,50.2320
46,0,-0.0669,50.5582
47,0,-0.0343,51.4199
48,0,0.0198,51.6279
49,0,-0.0088,51.5970
50,0,0.0638,52.1634
51,0,0.0158,51.7145
52,0,0.0157,51.4363
53,0,-0.1056,49.9541
54,0,-0.0072,50.1365
55,0,0.0091,49.6672
56,0,-0.1082,49.2718
57,0,-0.1388,48.5827
58,0,-0.0935,48.8670
59,0,-0.1785,48.3114
60,0,-0.1144,48.6156
61,0,-0.0879,48.4189
62,0,-0.0047,48.9156
63,0,-0.0168,49.0298
64,0,0.0142,48.8371
65,0,0.0388,48.6148
66,0,0.0623,48.2493
67,0,0.1765,48.7367
68,0,0.1979,48.8963
69,0,0.1932,48.8672
70,0,0.2256,49.2402
71,0,0.1841,48.7500
72,0,0.1105,48.1223
73,0,0.1992,48.7981
74,0,0.0793,48.4865
75,0,0.1138,49.1783
76,0,0.1068,49.7987
77,0,0.1466,49.9072
78,0,0.2081,50.0002
79,0,0.1860,50.1133
80,0,0.1842,50.1054
81,0,0.2206,50.4804
82,0,0.2157,50.4014
83,0,0.2288,50.3996
84,0,0.2819,50.3137
85,0,0.3940,50.8129
86,0,0.3698,50.3457
87,0,0.4806,51.4770
88,0,0.6000,52.2533
89,0,0.6451,52.7397
90,0,0.6470,52.6927
91,0,0.6846,53.0678
92,0,0.6531,53.0219
93,0,0.6493,52.8065
94,0,0.6147,52.6384
95,0,0.6347,53.3358
96,0,0.6448,54.1192
97,0,0.7220,54.8460
98,0,0.7986,55.4412
99,0,1.0117,57.2206
100,0,0.9967,57.0593
101,0,0.8544,55.9199
102,0,0.8042,55.7053
103,0,0.6903,55.0903
104,0,0.5668,54.3805
105,0,0.5450,53.8864
106,0,0.5479,53.5125
107,0,0.4908,53.3295
108,0,0.4676,52.7149
109,0,0.4785,52.6879
110,0,0.4888,53.0762
111,0,0.5010,52.9931
