0,0,8.0238,-21.2979
1,0,8.0574,-15.2958
2,0,8.3703,-9.6120
3,0,8.4799,-9.4122
4,0,8.4516,-9.7520
5,0,8.3810,-10.9931
6,0,8.4505,-9.8836
7,0,8.4568,-9.7411
8,0,8.4655,-6.3670
9,0,8.3883,-7.2741
10,0,8.4243,-7.2140
11,0,8.2892,-8.2162
12,0,8.2493,-8.3658
13,0,8.1820,-8.3791
14,0,8.1618,-7.7675
15,0,8.1620,-6.9484
16,0,8.1427,-7.5901
17,0,8.0804,-6.0819
18,0,8.0301,-7.6165
19,0,7.9590,-7.2101
20,0,7.8286,-7.4288
21,0,7.6683,-8.2571
22,0,7.5413,-6.9221
23,0,7.4381,-6.3207
24,0,7.3410,-6.0546
25,0,7.1996,-5.9735
26,0,7.0957,-4.6208
27,0,7.0630,-3.2328
28,0,7.0121,-3.1748
29,0,6.8738,-4.0541
30,0,6.8475,-5.1741
31,0,6.8374,-4.3692
32,0,6.7490,-4.8317
33,0,6.7098,-4.6836
34,0,6.6580,-3.5964
35,0,6.5635,-3.2790
36,0,6.4416,-3.4786
37,0,6.4150,-2.6239
38,0,6.4134,-2.3566
39,0,6.1979,-2.6086
40,0,6.1726,-0.7506
41,0,6.1078,0.1516
42,0,6.0714,-0.0892
43,0,6.1660,0.9063
44,0,6.2533,2.5627
45,0,6.2848,3.9916
46,0,6.1402,5.0244
47,0,6.1052,6.2195
48,0,5.9625,7.0534
